CisBP_ID	Uniprot_ID	Specie	Specie_ID	Family
M0887_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M1277_1.02	Unknown	Arabidopsis thaliana	Unknown	MADF
M1260_1.02	Unknown	Gallus gallus	Unknown	IRF
M1520_1.02	Unknown	Meleagris gallopavo	Unknown	Rel
M0151_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M0114_1.02	Unknown	Caenorhabditis elegans	Unknown	ARID/BRIGHT
M1566_1.02	Unknown	Arabidopsis thaliana	Unknown	SBP
M0627_1.02	Unknown	Caenorhabditis japonica	Unknown	DM
M0580_1.02	Unknown	Bombyx mori	Unknown	CENPB
M1508_1.02	Unknown	Oryzias latipes	Unknown	Pipsqueak
M0547_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0806_1.02	Unknown	Saccharomyces cerevisiae	Unknown	GATA
M1759_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1739_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1740_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0009_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0060_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0586_1.02	Unknown	Caenorhabditis elegans	Unknown	CUT;Homeodomain
M0172_1.02	Unknown	Caenorhabditis elegans	Unknown	bHLH
M0640_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M0128_1.02	Unknown	Meleagris gallopavo	Unknown	AT hook
M0703_1.02	Unknown	Mus musculus	Unknown	Ets
M0002_1.02	Unknown	Saccharomyces cerevisiae	Unknown	AFT
M0824_1.02	Unknown	Fusarium graminearum	Unknown	Homeodomain
M0138_1.02	Unknown	Neurospora crassa	Unknown	AT hook
M0040_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0460_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0973_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0974_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0745_1.02	Unknown	Neurospora crassa	Unknown	Forkhead
M0908_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1753_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1752_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0038_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0561_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1694_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0486_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M1285_1.02	Unknown	Oryza sativa	Unknown	MADF
M1284_1.02	Unknown	Oryza sativa	Unknown	MADF
M0233_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M1169_1.02	Unknown	Coprinellus disseminatus	Unknown	Homeodomain
M0434_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0765_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0421_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1575_1.02	Unknown	Arabidopsis thaliana	Unknown	Sox
M1316_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0553_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0029_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0894_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M0494_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0721_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0722_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0219_1.02	Unknown	Mus musculus	Unknown	bHLH
M0582_1.02	Unknown	Arabidopsis thaliana	Unknown	CG-1
M1744_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0362_1.02	Unknown	Ostreococcus tauri	Unknown	bZIP
M1334_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0719_1.02	Unknown	Homo sapiens	Unknown	Forkhead
M0590_1.02	Unknown	Arabidopsis thaliana	Unknown	CxC
M0831_1.02	Unknown	Coprinopsis cinerea	Unknown	Homeodomain
M0003_1.02	Unknown	Saccharomyces cerevisiae	Unknown	AFT
M1154_1.02	Unknown	Oikopleura dioica	Unknown	Homeodomain
M1067_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0145_1.02	Unknown	Medicago truncatula	Unknown	AT hook
M1493_1.02	Unknown	Petromyzon marinus	Unknown	Nuclear receptor
M1056_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0055_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0626_1.02	Unknown	Caenorhabditis brenneri	Unknown	DM
M0505_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1695_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0455_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0260_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1590_1.02	Unknown	Mus musculus	Unknown	Sox
M1401_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M0859_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M1113_1.02	Unknown	Neurospora crassa	Unknown	Homeodomain
M0416_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0057_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0081_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2;B3
M0080_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2;B3
M1833_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0726_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0727_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0684_1.02	Unknown	Physcomitrella patens	Unknown	EIN3
M0932_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1766_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0444_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1587_1.02	Unknown	Mus musculus	Unknown	Sox
M0417_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0418_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0419_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0655_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M0656_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M0153_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M0826_1.02	Unknown	Fusarium graminearum	Unknown	Homeodomain
M1245_1.02	Unknown	Branchiostoma floridae	Unknown	POU;Homeodomain
M1049_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1058_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0313_1.02	Unknown	Mus musculus	Unknown	bZIP
M0781_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M0330_1.02	Unknown	Neurospora crassa	Unknown	bZIP
M0288_1.02	Unknown	Dictyostelium discoideum	Unknown	bZIP
M1817_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1071_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1647_1.02	Unknown	Arabidopsis thaliana	Unknown	TCP
M1409_1.02	Unknown	Arabidopsis lyrata	Unknown	NAC/NAM
M0229_1.02	Unknown	Oryza sativa	Unknown	bHLH
M1259_1.02	Unknown	Trichomonas vaginalis	Unknown	IBD
M0263_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0676_1.02	Unknown	Trichomonas vaginalis	Unknown	E2F
M0709_1.02	Unknown	Mus musculus	Unknown	Ets
M0146_1.02	Unknown	Arabidopsis thaliana	Unknown	B3
M1197_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1354_1.02	Unknown	Dictyostelium discoideum	Unknown	Myb/SANT
M1724_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0340_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M0931_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0269_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1725_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1157_1.02	Unknown	PBM CONSTRUCTS	Unknown	Homeodomain
M0345_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M1445_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0065_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0064_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1461_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0570_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0141_1.02	Unknown	Caenorhabditis elegans	Unknown	AT hook
M0234_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M0217_1.02	Unknown	Mus musculus	Unknown	bHLH
M0777_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M0225_1.02	Unknown	Mus musculus	Unknown	bHLH
M1684_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1069_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0784_1.02	Unknown	Mus musculus	Unknown	GATA
M1719_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1017_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0693_1.02	Unknown	Mus musculus	Unknown	Ets
M0694_1.02	Unknown	Mus musculus	Unknown	Ets
M0162_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M1616_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Sox
M1094_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M1256_1.02	Unknown	Saccharomyces cerevisiae	Unknown	HSF
M0236_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M0075_1.02	Unknown	Physcomitrella patens	Unknown	AP2
M1341_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0910_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0012_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0639_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M0621_1.02	Unknown	Wuchereria bancrofti	Unknown	DM
M0877_1.02	Unknown	Dictyostelium discoideum	Unknown	Homeodomain
M1203_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M0254_1.02	Unknown	Caenorhabditis elegans	Unknown	Brinker
M0410_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0409_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1244_1.02	Unknown	Caenorhabditis elegans	Unknown	POU;Homeodomain
M1076_1.02	Unknown	Tetraodon nigroviridis	Unknown	Homeodomain
M0562_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1743_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0251_1.02	Unknown	Physcomitrella patens	Unknown	bHLH
M0173_1.02	Unknown	Caenorhabditis elegans	Unknown	bHLH
M1442_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1165_1.02	Unknown	PBM CONSTRUCTS	Unknown	Homeodomain
M1247_1.02	Unknown	Xenopus laevis	Unknown	POU;Homeodomain
M1522_1.02	Unknown	Tetraodon nigroviridis	Unknown	Rel
M0729_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0013_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0272_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1624_1.02	Unknown	Caenorhabditis elegans	Unknown	T-box
M1379_1.02	Unknown	Trichomonas vaginalis	Unknown	Myb/SANT
M1231_1.02	Unknown	Homo sapiens	Unknown	POU;Homeodomain
M0034_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0823_1.02	Unknown	Fusarium graminearum	Unknown	Homeodomain
M0268_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1689_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1241_1.02	Unknown	Takifugu rubripes	Unknown	POU;Homeodomain
M1008_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1033_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0787_1.02	Unknown	Caenorhabditis elegans	Unknown	GATA
M0240_1.02	Unknown	Caenorhabditis elegans	Unknown	bHLH
M1547_1.02	Unknown	Meleagris gallopavo	Unknown	SAND
M1618_1.02	Unknown	Arabidopsis thaliana	Unknown	Storekeeper
M1455_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0903_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0589_1.02	Unknown	Arabidopsis thaliana	Unknown	CxC
M1124_1.02	Unknown	Xenopus tropicalis	Unknown	Homeodomain
M0267_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1419_1.02	Unknown	Mus musculus	Unknown	Ndt80/PhoG
M0413_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0936_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1799_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1798_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1190_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1395_1.02	Unknown	Ostreococcus tauri	Unknown	Myb/SANT
M0827_1.02	Unknown	Fusarium graminearum	Unknown	Homeodomain
M1479_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0546_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0025_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1776_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1344_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0870_1.02	Unknown	Caenorhabditis briggsae	Unknown	Homeodomain
M0359_1.02	Unknown	PBM CONSTRUCTS	Unknown	bZIP
M0404_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0377_1.02	Unknown	Arabidopsis thaliana	Unknown	C2H2 ZF
M1258_1.02	Unknown	Trichomonas vaginalis	Unknown	IBD
M0862_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0568_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0718_1.02	Unknown	Homo sapiens	Unknown	Forkhead
M1337_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1299_1.02	Unknown	Saccharomyces cerevisiae	Unknown	MADS box
M0314_1.02	Unknown	Mus musculus	Unknown	bZIP
M0315_1.02	Unknown	Mus musculus	Unknown	bZIP
M0893_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M1512_1.02	Unknown	Phytophthora ramorum	Unknown	Pipsqueak
M1654_1.02	Unknown	Arabidopsis lyrata	Unknown	TCP
M1429_1.02	Unknown	Caenorhabditis briggsae	Unknown	Nuclear receptor
M1778_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1777_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1574_1.02	Unknown	Caenorhabditis elegans	Unknown	SMAD
M0108_1.02	Unknown	Mus musculus	Unknown	ARID/BRIGHT
M0507_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1326_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0651_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M1507_1.02	Unknown	Meleagris gallopavo	Unknown	Pipsqueak
M0306_1.02	Unknown	Mus musculus	Unknown	bZIP
M1471_1.02	Unknown	Drosophila melanogaster	Unknown	Nuclear receptor
M0183_1.02	Unknown	Mus musculus	Unknown	bHLH
M0714_1.02	Unknown	Mus musculus	Unknown	Ets
M0763_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M1630_1.02	Unknown	Mus musculus	Unknown	T-box
M1712_1.02	Unknown	Aspergillus nidulans	Unknown	Zinc cluster
M0449_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1426_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0712_1.02	Unknown	Caenorhabditis elegans	Unknown	Ets
M1206_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1826_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1827_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1741_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0464_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M1097_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M1578_1.02	Unknown	Homo sapiens	Unknown	Sox
M0702_1.02	Unknown	Mus musculus	Unknown	Ets
M0701_1.02	Unknown	Mus musculus	Unknown	Ets
M0399_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0400_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0398_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0309_1.02	Unknown	Mus musculus	Unknown	bZIP
M0825_1.02	Unknown	Fusarium graminearum	Unknown	Homeodomain
M0555_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1042_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0487_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0529_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0265_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0470_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0664_1.02	Unknown	Ostreococcus tauri	Unknown	Dof
M0914_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0945_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1013_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1444_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0023_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1146_1.02	Unknown	Encephalitozoon cuniculi	Unknown	Homeodomain
M0667_1.02	Unknown	Anolis carolinensis	Unknown	E2F
M0466_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0279_1.02	Unknown	Aspergillus nidulans	Unknown	bZIP
M0401_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0402_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1039_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1501_1.02	Unknown	Caenorhabditis elegans	Unknown	Paired box
M0054_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1675_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Unknown
M0258_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0257_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1496_1.02	Unknown	Schistosoma mansoni	Unknown	Nuclear receptor
M0232_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M1517_1.02	Unknown	Homo sapiens	Unknown	Rel
M0983_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0283_1.02	Unknown	Dictyostelium discoideum	Unknown	bZIP
M1784_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1785_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0833_1.02	Unknown	Cryptococcus neoformans	Unknown	Homeodomain
M0336_1.02	Unknown	Neurospora crassa	Unknown	bZIP
M1518_1.02	Unknown	Homo sapiens	Unknown	Rel
M1588_1.02	Unknown	Mus musculus	Unknown	Sox
M0096_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M0097_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M1760_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1403_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M0208_1.02	Unknown	Mus musculus	Unknown	bHLH
M1111_1.02	Unknown	Neurospora crassa	Unknown	Homeodomain
M1112_1.02	Unknown	Neurospora crassa	Unknown	Homeodomain
M0477_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0628_1.02	Unknown	Cavia porcellus	Unknown	DM
M1032_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0599_1.02	Unknown	Chlorella vulgaris	Unknown	CxC
M0874_1.02	Unknown	Dictyostelium discoideum	Unknown	Homeodomain
M1661_1.02	Unknown	Glycine max	Unknown	TCP
M1155_1.02	Unknown	Echinococcus granulosus	Unknown	Homeodomain
M0071_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1579_1.02	Unknown	Mus musculus	Unknown	Sox
M1317_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0333_1.02	Unknown	Neurospora crassa	Unknown	bZIP
M0731_1.02	Unknown	Mus musculus	Unknown	Forkhead
M1085_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0716_1.02	Unknown	Ciona intestinalis	Unknown	Forkhead
M1754_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1670_1.02	Unknown	Oryzias latipes	Unknown	THAP finger
M1626_1.02	Unknown	Mus musculus	Unknown	T-box
M1355_1.02	Unknown	Mus musculus	Unknown	Myb/SANT
M0607_1.02	Unknown	Homo sapiens	Unknown	CxxC
M1698_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0778_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M0119_1.02	Unknown	Arabidopsis thaliana	Unknown	AT hook
M0073_1.02	Unknown	Physcomitrella patens	Unknown	AP2
M1266_1.02	Unknown	Mus musculus	Unknown	IRF
M1801_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1800_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1477_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1180_1.02	Unknown	Sarsia sp. Long Island Sound	Unknown	Homeodomain
M0424_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0375_1.02	Unknown	Arabidopsis thaliana	Unknown	C2H2 ZF
M0695_1.02	Unknown	Mus musculus	Unknown	Ets
M0995_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0239_1.02	Unknown	Caenorhabditis elegans	Unknown	bHLH
M1499_1.02	Unknown	Danio rerio	Unknown	Paired box
M1200_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M0320_1.02	Unknown	Mus musculus	Unknown	bZIP
M1000_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0988_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1119_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0493_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0502_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0501_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0438_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1561_1.02	Unknown	Arabidopsis thaliana	Unknown	SBP
M1269_1.02	Unknown	Oryctolagus cuniculus	Unknown	IRF
M0737_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0830_1.02	Unknown	Coprinopsis cinerea	Unknown	Homeodomain
M0878_1.02	Unknown	Dictyostelium discoideum	Unknown	Homeodomain
M0838_1.02	Unknown	Anopheles gambiae	Unknown	Homeodomain
M1387_1.02	Unknown	Phytophthora ramorum	Unknown	Myb/SANT
M1312_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M1431_1.02	Unknown	Danio rerio	Unknown	Nuclear receptor
M0176_1.02	Unknown	Mus musculus	Unknown	bHLH
M0331_1.02	Unknown	Neurospora crassa	Unknown	bZIP
M1560_1.02	Unknown	Cannabis sativa	Unknown	SBP
M0741_1.02	Unknown	Caenorhabditis elegans	Unknown	Forkhead
M1491_1.02	Unknown	Brugia pahangi	Unknown	Nuclear receptor
M1223_1.02	Unknown	Mus musculus	Unknown	Paired box;Homeodomain
M0541_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0540_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0241_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M0193_1.02	Unknown	Mus musculus	Unknown	bHLH
M0422_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0253_1.02	Unknown	Ostreococcus tauri	Unknown	bHLH
M0743_1.02	Unknown	Neurospora crassa	Unknown	Forkhead
M0392_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0103_1.02	Unknown	Microcebus murinus	Unknown	ARID/BRIGHT
M0569_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1088_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M1360_1.02	Unknown	Mus musculus	Unknown	Myb/SANT
M0593_1.02	Unknown	Danio rerio	Unknown	CxC
M1188_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1550_1.02	Unknown	Mus musculus	Unknown	SAND
M0203_1.02	Unknown	Mus musculus	Unknown	bHLH
M0538_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0539_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0528_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1681_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1652_1.02	Unknown	Arabidopsis lyrata	Unknown	TCP
M0031_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0032_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0868_1.02	Unknown	Aspergillus terreus	Unknown	Homeodomain
M1250_1.02	Unknown	Neurospora crassa	Unknown	HSF
M0297_1.02	Unknown	Mus musculus	Unknown	bZIP
M0161_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M1775_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1774_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0839_1.02	Unknown	Anopheles gambiae	Unknown	Homeodomain
M1818_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1819_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0129_1.02	Unknown	Monodelphis domestica	Unknown	AT hook
M1611_1.02	Unknown	Caenorhabditis elegans	Unknown	Sox
M0556_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0697_1.02	Unknown	Mus musculus	Unknown	Ets
M0696_1.02	Unknown	Mus musculus	Unknown	Ets
M0572_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF;Zinc cluster
M1218_1.02	Unknown	Kluyveromyces lactis	Unknown	Homeodomain
M0287_1.02	Unknown	Dictyostelium discoideum	Unknown	bZIP
M0163_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M1462_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1495_1.02	Unknown	Bombyx mori	Unknown	Nuclear receptor
M0750_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Forkhead
M1737_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1649_1.02	Unknown	Arabidopsis thaliana	Unknown	TCP
M0872_1.02	Unknown	Dictyostelium discoideum	Unknown	Homeodomain
M0944_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0005_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0166_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M1070_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1749_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1750_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0926_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0705_1.02	Unknown	Mus musculus	Unknown	Ets
