Jaspar_ID	Uniprot_ID	Specie	Specie_ID	Family
MA0823.1	Q9Y5J3	Homo sapiens	9606	Hairy-related factors
MA0824.1	P47928	Homo sapiens	9606	HLH domain only
MA0825.1	Q99583	Homo sapiens	9606	bHLH-ZIP factors
MA0826.1	Q8TAK6	Homo sapiens	9606	Tal-related factors
MA0827.1	Q7RTU3	Homo sapiens	9606	Tal-related factors
MA0828.1	Q12772	Homo sapiens	9606	bHLH-ZIP factors
MA0829.1	Q9WTN3	Mus musculus	10090	bHLH-ZIP factors
MA0830.1	P15884	Homo sapiens	9606	E2A-related factors
MA0831.2	P19532  	Homo sapiens	9606	bHLH-ZIP factors
MA0832.1	O35437	Mus musculus	10090	Tal-related factors
MA0833.1	P18848	Homo sapiens	9606	ATF-4-related factors
MA0834.1	P17544	Homo sapiens	9606	Jun-related factors
MA0835.1	Q9NR55	Homo sapiens	9606	B-ATF-related factors
MA0836.1	P49716	Homo sapiens	9606	C/EBP-related
MA0837.1	Q15744	Homo sapiens	9606	C/EBP-related
MA0838.1	P53567	Homo sapiens	9606	C/EBP-related
MA0839.1	Q96BA8	Homo sapiens	9606	CREB-related factors
MA0840.1	Q8K1L0	Mus musculus	10090	CREB-related factors
MA0841.1	Q16621	Homo sapiens	9606	Jun-related factors
MA0842.1	P54845	Homo sapiens	9606	Maf-related factors
MA0843.1	Q10587	Homo sapiens	9606	TEF-1-related factors
MA0844.1	P17861	Homo sapiens	9606	XBP-1-related factors
MA0845.1	Q99853	Homo sapiens	9606	Forkhead box (FOX) factors
MA0846.1	Q99958	Homo sapiens	9606	Forkhead box (FOX) factors
MA0847.1	O60548	Homo sapiens	9606	Forkhead box (FOX) factors
MA0848.1	P98177	Homo sapiens	9606	Forkhead box (FOX) factors
MA0849.1	A8MYZ6	Homo sapiens	9606	Forkhead box (FOX) factors
MA0850.1	B7ZLG1	Homo sapiens	9606	Forkhead box (FOX) factors
MA0851.1	Q8BUR3	Mus musculus	10090	Forkhead box (FOX) factors
MA0852.2	P85037	Homo sapiens	9606	Forkhead box (FOX) factors
MA0853.1	O35137	Mus musculus	10090	Paired-related HD factors
MA0854.1	Q8C8B0	Mus musculus	10090	Paired-related HD factors
MA0855.1	P28702	Homo sapiens	9606	RXR-related receptors (NR2)
MA0856.1	P48443	Homo sapiens	9606	RXR-related receptors (NR2)
MA0857.1	P22605	Mus musculus	10090	Thyroid hormone receptor-related factors (NR1)
MA0858.1	P22605	Mus musculus	10090	Thyroid hormone receptor-related factors (NR1)
MA0859.1	P18911	Mus musculus	10090	Thyroid hormone receptor-related factors (NR1)
MA0860.1	P18911	Mus musculus	10090	Thyroid hormone receptor-related factors (NR1)
MA0861.1	O15350	Homo sapiens	9606	p53-related factors
MA0862.1	Q9UKD1	Homo sapiens	9606	GMEB
MA0863.1	Q14872	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0864.1	Q14209	Homo sapiens	9606	E2F-related factors
MA0865.1	A0AVK6	Homo sapiens	9606	E2F-related factors
MA0866.1	Q9Y651	Homo sapiens	9606	SOX-related factors
MA0867.1	Q06945	Homo sapiens	9606	SOX-related factors
MA0868.1	P57073	Homo sapiens	9606	SOX-related factors
MA0869.1	Q7M6Y2	Mus musculus	10090	SOX-related factors
MA0870.1	P53783	Mus musculus	10090	SOX-related factors
MA0871.1	O14948	Homo sapiens	9606	bHLH-ZIP factors
MA0872.1	P05549	Homo sapiens	9606	AP-2
MA0873.1	P35452	Homo sapiens	9606	HOX-related factors
MA0874.1	O35085	Mus musculus	10090	Paired-related HD factors
MA0875.1	Q9HBU1	Homo sapiens	9606	NK-related factors
MA0876.1	Q3C1V8	Homo sapiens	9606	NK-related factors
MA0877.1	P63157	Mus musculus	10090	NK-related factors
MA0878.1	P47902	Homo sapiens	9606	HOX-related factors
MA0879.1	Q64317	Mus musculus	10090	NK-related factors
MA0880.1	Q64205	Mus musculus	10090	NK-related factors
MA0881.1	P70436	Mus musculus	10090	NK-related factors
MA0882.1	P56179	Homo sapiens	9606	NK-related factors
MA0883.1	Q91ZK4	Mus musculus	10090	Paired-related HD factors
MA0884.1	A6NLW8	Homo sapiens	9606	Paired-related HD factors
MA0885.1	P40764	Mus musculus	10090	NK-related factors
MA0886.1	Q04743	Homo sapiens	9606	NK-related factors
MA0887.1	P49640	Homo sapiens	9606	HOX-related factors
MA0888.1	Q03828	Homo sapiens	9606	HOX-related factors
MA0889.1	Q14549	Homo sapiens	9606	HOX-related factors
MA0890.1	P52951	Homo sapiens	9606	HOX-related factors
MA0891.1	O15499	Homo sapiens	9606	Paired-related HD factors
MA0892.1	A4IFQ3	Homo sapiens	9606	HOX-related factors
MA0893.1	Q9BZM3	Homo sapiens	9606	HOX-related factors
MA0894.1	Q9UBX0	Homo sapiens	9606	Paired-related HD factors
MA0895.1	Q6NT76	Homo sapiens	9606	POU domain factors
MA0896.1	O70218	Mus musculus	10090	NK-related factors
MA0897.1	P43687	Mus musculus	10090	NK-related factors
MA0898.1	P42581	Mus musculus	10090	NK-related factors
MA0899.1	P31260	Homo sapiens	9606	HOX-related factors
MA0900.1	O43364	Homo sapiens	9606	HOX-related factors
MA0901.1	Q92826	Homo sapiens	9606	HOX-related factors
MA0902.1	P14652	Homo sapiens	9606	HOX-related factors
MA0903.1	P14651	Homo sapiens	9606	HOX-related factors
MA0904.1	P09079	Mus musculus	10090	HOX-related factors
MA0905.1	Q9NYD6	Homo sapiens	9606	HOX-related factors
MA0906.1	P31275	Homo sapiens	9606	HOX-related factors
MA0907.1	P31276	Homo sapiens	9606	HOX-related factors
MA0908.1	P31277	Homo sapiens	9606	HOX-related factors
MA0909.1	P35453	Homo sapiens	9606	HOX-related factors
MA0910.1	P23463	Mus musculus	10090	HOX-related factors
MA0911.1	P31270	Mus musculus	10090	HOX-related factors
MA0912.1	P09027	Mus musculus	10090	HOX-related factors
MA0913.1	P28357	Mus musculus	10090	HOX-related factors
MA0914.1	Q96A47	Homo sapiens	9606	HD-LIM factors
MA0915.1	Q9W268	Drosophila melanogaster	7227	Unknown
MA0916.1	P29776	Drosophila melanogaster	7227	Ets-related factors
MA0917.1	Q9VLA2	Drosophila melanogaster	7227	GCM factors
MA0918.1	A8WL06	Caenorhabditis briggsae	6238	TALE-type homeo domain factors
MA0919.1	A8X4D9	Caenorhabditis briggsae	6238	Unknown
MA0920.1	A8XJN7	Caenorhabditis briggsae	6238	Forkhead box (FOX) factors
MA0921.1	O45080	Caenorhabditis elegans	6239	HD-CUT factors
MA0922.1	Q94126	Caenorhabditis elegans	6239	Unknown
MA0923.1	G5EEA1	Caenorhabditis elegans	6239	HD-LIM factors
MA0924.1	P34766	Caenorhabditis elegans	6239	HOX-related factors
MA0925.1	P45897	Caenorhabditis elegans	6239	SMAD factors
MA0926.1	P13528	Caenorhabditis elegans	6239	POU domain factors
MA0927.1	Q93899	Caenorhabditis elegans	6239	HOX-related factors
MA0928.1	V6CLN5	Caenorhabditis elegans	6239	Unknown
MA0929.1	Q7RY86	Neurospora crassa	5141	Forkhead box (FOX) factors
MA0930.1	Q9M7Q3	Arabidopsis thaliana	3702	Unknown
MA0931.1	Q9SJN0	Arabidopsis thaliana	3702	Unknown
MA0932.1	Q8LPN5	Arabidopsis thaliana	3702	HMGA factors
MA0933.1	Q8GWQ2	Arabidopsis thaliana	3702	HMGA factors
MA0934.1	Q6DBQ1	Arabidopsis thaliana	3702	HMGA factors
MA0935.1	Q8GY42	Arabidopsis thaliana	3702	Unknown
MA0936.1	Q9SQQ6	Arabidopsis thaliana	3702	Unknown
MA0937.1	Q9LDY8	Arabidopsis thaliana	3702	Unknown
MA0938.1	Q9LS50	Arabidopsis thaliana	3702	Unknown
MA0939.1	Q9FLR3	Arabidopsis thaliana	3702	Unknown
MA0940.1	P35631	Arabidopsis thaliana	3702	Unknown
MA0941.1	Q9M7Q4	Arabidopsis thaliana	3702	Unknown
MA0942.1	Q8L7G0	Arabidopsis thaliana	3702	Unknown
MA0943.1	P93024	Arabidopsis thaliana	3702	Unknown
MA0944.1	Q9FGV1	Arabidopsis thaliana	3702	Unknown
MA0945.1	Q940D0	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0946.1	Q9FXD6	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0947.1	Q8L9Y3	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0948.1	Q9FGT7	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0949.1	Q9ZWJ9	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0950.1	Q9M276	Arabidopsis thaliana	3702	HD-ZIP factors
MA0951.1	Q940J1	Arabidopsis thaliana	3702	HD-ZIP factors
MA0952.1	Q9LZR0	Arabidopsis thaliana	3702	HD-ZIP factors
MA0953.1	P46668	Arabidopsis thaliana	3702	HD-ZIP factors
MA0954.2	P46897	Arabidopsis thaliana	3702	Unknown
MA0955.1	B9GPL8	Populus trichocarpa	3694	Unknown
MA0956.1	Q93VJ4	Arabidopsis thaliana	3702	Unknown
MA0957.1	O23487	Arabidopsis thaliana	3702	Unknown
MA0958.1	Q9LNJ5	Arabidopsis thaliana	3702	Unknown
MA0959.1	Q9ZPY8	Arabidopsis thaliana	3702	Unknown
MA0960.1	Q8L467	Arabidopsis thaliana	3702	Unknown
MA0961.1	Q94JL3	Oryza sativa Japonica Group	39947	Unknown
MA0962.1	Q9LTC7	Arabidopsis thaliana	3702	Unknown
MA0963.1	Q9FJL4	Arabidopsis thaliana	3702	Unknown
MA0964.1	Q9LEZ3	Arabidopsis thaliana	3702	Unknown
MA0965.1	Q9CAA4	Arabidopsis thaliana	3702	Unknown
MA0966.1	Q9FMB6	Arabidopsis thaliana	3702	Unknown
MA0967.1	Q9C7S0	Arabidopsis thaliana	3702	Unknown
MA0968.1	Q84LG2	Arabidopsis thaliana	3702	Unknown
MA0969.1	Q6NPP4	Arabidopsis thaliana	3702	Unknown
MA0970.1	Q8GSA7	Arabidopsis thaliana	3702	Unknown
MA0971.1	Q9M0L0	Arabidopsis thaliana	3702	Unknown
MA0972.1	P92973	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0973.1	Q93ZL5	Arabidopsis thaliana	3702	Dof-type
MA0974.1	Q8LFV3	Arabidopsis thaliana	3702	Dof-type
MA0975.1	Q9SUQ2	Arabidopsis thaliana	3702	Unknown
MA0976.1	Q9SUE3	Arabidopsis thaliana	3702	Unknown
MA0977.1	Q9ZPY0	Arabidopsis thaliana	3702	Dof-type
MA0978.1	Q9SGJ6	Arabidopsis thaliana	3702	Unknown
MA0979.1	O22174	Arabidopsis thaliana	3702	Unknown
MA0980.1	Q9SW63	Arabidopsis thaliana	3702	Unknown
MA0981.1	Q84JQ8	Arabidopsis thaliana	3702	Dof-type
MA0982.1	O80928	Arabidopsis thaliana	3702	Dof-type
MA0983.1	Q9FM03	Arabidopsis thaliana	3702	Dof-type
MA0984.1	Q9LSL6	Arabidopsis thaliana	3702	Dof-type
MA0985.1	Q9SYS6	Arabidopsis thaliana	3702	AP2 MBD_like
MA0986.1	Q8LFR2	Arabidopsis thaliana	3702	Unknown
MA0987.1	A9T5V8	Physcomitrella patens	3218	Dof-type
MA0988.1	A9TDF9	Physcomitrella patens	3218	Unknown
MA0989.1	A9TZW5	Physcomitrella patens	3218	Dof-type
MA0990.1	Q9FX31	Arabidopsis thaliana	3702	HD-ZIP factors
MA0992.1	O80340	Arabidopsis thaliana	3702	Unknown
MA0993.1	Q9LDE4	Arabidopsis thaliana	3702	Unknown
MA0994.1	Q9MAI5	Arabidopsis thaliana	3702	Unknown
MA0995.1	Q9SUK8	Arabidopsis thaliana	3702	Unknown
MA0996.1	Q9M080	Arabidopsis thaliana	3702	Unknown
MA0997.1	Q8W4I5	Arabidopsis thaliana	3702	Unknown
MA0998.1	Q9LSX0	Arabidopsis thaliana	3702	Unknown
MA0999.1	Q9LTC5	Arabidopsis thaliana	3702	Unknown
MA1000.2	Q8VY90	Arabidopsis thaliana	3702	Unknown
MA1001.1	Q9C5I3	Arabidopsis thaliana	3702	Unknown
MA1002.1	P93007	Arabidopsis thaliana	3702	Unknown
MA1004.1	Q8L9K1	Arabidopsis thaliana	3702	Unknown
MA1005.1	O80339	Arabidopsis thaliana	3702	Unknown
MA1006.1	Q8VZ91	Arabidopsis thaliana	3702	Unknown
MA1007.1	A9U3V6	Physcomitrella patens	3218	Unknown
MA1008.1	A9S898	Physcomitrella patens	3218	Unknown
MA1009.1	O23661	Arabidopsis thaliana	3702	Unknown
MA1010.1	A9RC32	Physcomitrella patens	3218	Unknown
MA1011.1	A9RZ73	Physcomitrella patens	3218	Unknown
MA1012.1	Q9AT76	Arabidopsis thaliana	3702	Unknown
MA1013.1	Q8VZP4	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1014.1	Q6DBP8	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1015.1	P69781	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1016.1	Q8LG10	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1017.1	Q9SV30	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1018.1	O82632	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1019.1	I1N7U7	Glycine max	3847	TCP domain
MA1020.1	Q9FX53	Arabidopsis thaliana	3702	Trihelix
MA1021.1	A9TN45	Physcomitrella patens	3218	Unknown
MA1022.1	A9TZG0	Physcomitrella patens	3218	Dof-type
MA1023.1	A9RGN0	Physcomitrella patens	3218	Unknown
MA1024.1	P46600	Arabidopsis thaliana	3702	HD-ZIP factors
MA1025.1	Q9ZPW3	Arabidopsis thaliana	3702	Unknown
MA1026.2	Q9ZU11	Arabidopsis thaliana	3702	HD-ZIP factors
MA1027.1	Q93WJ9	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1028.1	Q9FJV5	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1030.1	Q5N9C9	Oryza sativa Japonica Group	39947	Myb/SANT domain factors
MA1031.1	Q6H878	Oryza sativa Japonica Group	39947	TCP domain
MA1032.1	Q6EP77	Oryza sativa Japonica Group	39947	Unknown
MA1033.1	Q75HX9	Oryza sativa Japonica Group	39947	Unknown
MA1034.1	Q75K84	Oryza sativa Japonica Group	39947	Unknown
MA1035.1	Q8LPR5	Arabidopsis thaliana	3702	TCP domain
MA1036.1	Q9FJ07	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1037.1	Q9SPG9	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1038.1	Q9S9K9	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1039.1	Q9SZP1	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1040.1	Q9LXV2	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1041.1	Q9M118	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1042.1	Q4JL84	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1043.1	Q9FY93	Arabidopsis thaliana	3702	Unknown
MA1044.1	Q9FKA0	Arabidopsis thaliana	3702	Unknown
MA1045.1	Q84WP6	Arabidopsis thaliana	3702	Unknown
MA1046.1	F4JN35	Arabidopsis thaliana	3702	Unknown
MA1047.1	Q39163	Arabidopsis thaliana	3702	Unknown
MA1048.1	Q9S7L5	Arabidopsis thaliana	3702	Unknown
MA1049.1	Q9LND1	Arabidopsis thaliana	3702	Unknown
MA1050.1	A2X7K8	Oryza sativa Indica Group	39946	TCP domain
MA1051.1	P42736	Arabidopsis thaliana	3702	Unknown
MA1052.1	Q7G1L2	Arabidopsis thaliana	3702	Unknown
MA1053.1	Q9SZ06	Arabidopsis thaliana	3702	Unknown
MA1054.1	D7L3Y2	Arabidopsis lyrata subsp. lyrata	81972	TCP domain
MA1055.1	Q9SMX9	Arabidopsis thaliana	3702	Unknown
MA1056.1	Q9FZK0	Arabidopsis thaliana	3702	Unknown
MA1057.1	Q9S7P5	Arabidopsis thaliana	3702	Unknown
MA1058.1	Q9S7A9	Arabidopsis thaliana	3702	Unknown
MA1059.2	Q9S758	Arabidopsis thaliana	3702	Unknown
MA1060.1	Q8S9G8	Arabidopsis thaliana	3702	Unknown
MA1061.1	Q9FUA4	Arabidopsis thaliana	3702	Unknown
MA1062.1	Q9C9L2	Arabidopsis thaliana	3702	TCP domain
MA1063.1	Q9LT89	Arabidopsis thaliana	3702	TCP domain
MA1064.1	Q93V43	Arabidopsis thaliana	3702	TCP domain
MA1065.1	Q9LSD5	Arabidopsis thaliana	3702	TCP domain
MA1066.1	Q9LQF0	Arabidopsis thaliana	3702	TCP domain
MA1067.1	Q9FME3	Arabidopsis thaliana	3702	TCP domain
MA1068.1	P43273	Arabidopsis thaliana	3702	Unknown
MA1069.1	Q39140	Arabidopsis thaliana	3702	Unknown
MA1070.1	Q93ZE2	Arabidopsis thaliana	3702	Unknown
MA1071.1	Q84TE9	Arabidopsis thaliana	3702	Dof-type
MA1073.1	Q9FJW5	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA1074.1	Q8GZ38	Arabidopsis thaliana	3702	Unknown
MA1075.1	Q93WY4	Arabidopsis thaliana	3702	Unknown
MA1076.1	O22176	Arabidopsis thaliana	3702	Unknown
MA1077.1	Q9C5T4	Arabidopsis thaliana	3702	Unknown
MA1078.1	Q9FG77	Arabidopsis thaliana	3702	Unknown
MA1079.1	O04336	Arabidopsis thaliana	3702	Unknown
MA1080.1	O22900	Arabidopsis thaliana	3702	Unknown
MA1081.1	O22921	Arabidopsis thaliana	3702	Unknown
MA1083.1	Q9FL62	Arabidopsis thaliana	3702	Unknown
MA1084.1	Q8GWF1	Arabidopsis thaliana	3702	Unknown
MA1085.2	Q9SAH7	Arabidopsis thaliana	3702	Unknown
MA1086.1	Q8GY11	Arabidopsis thaliana	3702	Unknown
MA1087.1	Q9S763	Arabidopsis thaliana	3702	Unknown
MA1088.1	Q9FGZ4	Arabidopsis thaliana	3702	Unknown
MA1089.1	Q9C983	Arabidopsis thaliana	3702	Unknown
MA1090.1	Q9SK33	Arabidopsis thaliana	3702	Unknown
MA1091.1	Q9LZV6	Arabidopsis thaliana	3702	Unknown
MA1092.1	Q9C6H5	Arabidopsis thaliana	3702	Unknown
MA1093.1	Q9FYA2	Arabidopsis thaliana	3702	Unknown
MA1094.1	Q9FL26	Arabidopsis thaliana	3702	Unknown
MA1095.1	D7MRK3	Arabidopsis lyrata subsp. lyrata	81972	TCP domain
MA1096.1	D7MUG0	Arabidopsis lyrata subsp. lyrata	81972	TCP domain
MA1097.1	D7MCT1	Arabidopsis lyrata subsp. lyrata	81972	TCP domain
MA1098.1	D7LRC3	Arabidopsis lyrata subsp. lyrata	81972	TCP domain
MA1099.1	P35428	Mus musculus	10090	Hairy-related factors
MA1100.1	P50553	Homo sapiens	9606	MyoD / ASC-related factors
MA1101.1	Q9BYV9	Homo sapiens	9606	Jun-related factors
MA1102.1	Q8NI51	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA1103.1	Q01167	Homo sapiens	9606	Forkhead box (FOX) factors
MA1104.1	Q92908	Homo sapiens	9606	GATA-type zinc fingers
MA1105.1	Q6ISB3	Homo sapiens	9606	Grainyhead-related factors
MA1106.1	Q16665	Homo sapiens	9606	PAS domain factors
MA1107.1	Q13886	Homo sapiens	9606	Three-zinc finger Kruppel-related factors
MA1108.1	P50539	Homo sapiens	9606	bHLH-ZIP factors
MA1109.1	Q13562	Homo sapiens	9606	Tal-related factors
MA1110.1	Q96RI1	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA1111.1	P24468	Homo sapiens	9606	RXR-related receptors (NR2)
MA1112.1	P22736	Homo sapiens	9606	NGFI-B-related receptors (NR4)
MA1113.1	P40425	Homo sapiens	9606	TALE-type homeo domain factors
MA1114.1	P40426	Homo sapiens	9606	TALE-type homeo domain factors
MA1115.1	Q01860	Homo sapiens	9606	POU domain factors
MA1116.1	Q06330	Homo sapiens	9606	CSL-related factors
MA1117.1	Q01201	Homo sapiens	9606	NF-kappaB-related factors
MA1118.1	Q15475	Homo sapiens	9606	HD-SINE factors
MA1119.1	Q9NPC8	Homo sapiens	9606	HD-SINE factors
MA1120.1	Q9UN79	Homo sapiens	9606	SOX-related factors
MA1121.1	Q15562	Homo sapiens	9606	TEF-1-related factors
MA1122.1	Q14186	Homo sapiens	9606	E2F-related factors
MA1123.1	Q15672	Homo sapiens	9606	Tal-related factors
MA1124.1	P17028	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA1125.1	Q8TF68	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA1126.1	P01100	Homo sapiens	9606	Fos-related factors
MA1127.1	P53539	Homo sapiens	9606	Fos-related factors
MA1128.1	P15407	Homo sapiens	9606	Fos-related factors
MA1129.1	P15407	Homo sapiens	9606	Fos-related factors
MA1130.1	P15408	Homo sapiens	9606	Fos-related factors
MA1131.1	P15408	Homo sapiens	9606	Fos-related factors
MA1132.1	P05412	Homo sapiens	9606	Jun-related factors
MA1133.1	P05412	Homo sapiens	9606	Jun-related factors
MA1134.1	P01100	Homo sapiens	9606	Fos-related factors
MA1135.1	P53539	Homo sapiens	9606	Fos-related factors
MA1136.1	P53539	Homo sapiens	9606	Fos-related factors
MA1137.1	P15407	Homo sapiens	9606	Fos-related factors
MA1138.1	P15408	Homo sapiens	9606	Fos-related factors
MA1139.1	P15408	Homo sapiens	9606	Fos-related factors
MA1140.1	P17275	Homo sapiens	9606	Jun-related factors
MA1141.1	P01100	Homo sapiens	9606	Fos-related factors
MA1142.1	P15407	Homo sapiens	9606	Fos-related factors
MA1143.1	P15407	Homo sapiens	9606	Fos-related factors
MA1144.1	P15408	Homo sapiens	9606	Fos-related factors
MA1145.1	P15408	Homo sapiens	9606	Fos-related factors
MA1146.1	Q96RI1	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA1147.1	P43354	Homo sapiens	9606	NGFI-B-related receptors (NR4)
MA1148.1	Q07869	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA1149.1	P10276	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA1150.1	Q92753	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA1151.1	P51449	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA1152.1	O60248	Homo sapiens	9606	SOX-related factors
MA1153.1	P97471	Mus musculus	10090	SMAD factors
MA1154.1	Q9UDV7	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA1155.1	Q8NAM6	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA1156.1	Q700D2	Arabidopsis thaliana	3702	Unknown
MA1157.1	Q9FFH3	Arabidopsis thaliana	3702	Unknown
MA1158.1	Q9ZWA6	Arabidopsis thaliana	3702	Unknown
MA1159.1	F4IPE3	Arabidopsis thaliana	3702	Unknown
MA1160.1	Q8RWX7	Arabidopsis thaliana	3702	Unknown
MA1161.1	Q9LUI3	Arabidopsis thaliana	3702	CPP
MA1162.1	F4JIF5	Arabidopsis thaliana	3702	CPP
MA1163.1	C0SVS4	Arabidopsis thaliana	3702	G2like
MA1164.1	F4JRB0	Arabidopsis thaliana	3702	G2like
MA1165.1	Q9FX84	Arabidopsis thaliana	3702	G2like
MA1166.1	Q8VYI2	Arabidopsis thaliana	3702	G2like
MA1167.1	Q9ZQ85	Arabidopsis thaliana	3702	G2like
MA1168.1	Q9SQQ9	Arabidopsis thaliana	3702	G2like
MA1169.1	Q9SEZ4	Arabidopsis thaliana	3702	Myb
MA1170.1	Q9LVW4	Arabidopsis thaliana	3702	Myb
MA1171.1	Q6R0C4	Arabidopsis thaliana	3702	Myb
MA1172.1	Q6R032	Arabidopsis thaliana	3702	Myb
MA1173.1	O80883	Arabidopsis thaliana	3702	Myb
MA1174.1	Q6R053	Arabidopsis thaliana	3702	Myb
MA1175.1	Q9SLH1	Arabidopsis thaliana	3702	Myb
MA1176.1	Q9FIM4	Arabidopsis thaliana	3702	Myb
MA1177.1	Q9FR97	Arabidopsis thaliana	3702	Myb
MA1178.1	Q9S7G7	Arabidopsis thaliana	3702	Myb
MA1179.1	Q42575	Arabidopsis thaliana	3702	Myb
MA1180.1	Q94FL9	Arabidopsis thaliana	3702	Myb
MA1181.1	Q9FNV9	Arabidopsis thaliana	3702	Myb
MA1182.1	Q8RWU3	Arabidopsis thaliana	3702	Myb-related
MA1183.1	Q8H0W3	Arabidopsis thaliana	3702	Myb-related
MA1184.1	F4KGY6	Arabidopsis thaliana	3702	Myb-related
MA1185.1	F4HQG9	Arabidopsis thaliana	3702	Myb-related
MA1186.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1187.1	Q6R0G4	Arabidopsis thaliana	3702	Myb-related
MA1188.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1189.1	Q9FKF9	Arabidopsis thaliana	3702	Myb-related
MA1190.1	C0SVG5	Arabidopsis thaliana	3702	Myb-related
MA1191.1	F4J2J6	Arabidopsis thaliana	3702	Myb-related
MA1192.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1193.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1194.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1195.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1196.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1197.1	Q9FY74	Arabidopsis thaliana	3702	CAMTA
MA1198.1	P46601	Arabidopsis thaliana	3702	Unknown
MA1199.1	A2RVQ5	Arabidopsis thaliana	3702	Unknown
MA1200.1	Q9S7Q7	Arabidopsis thaliana	3702	Unknown
MA1201.1	Q9FIS1	Arabidopsis thaliana	3702	Unknown
MA1202.1	Q9C960	Arabidopsis thaliana	3702	Unknown
MA1203.1	Q9SA07	Arabidopsis thaliana	3702	Unknown
MA1204.1	Q38837	Arabidopsis thaliana	3702	Unknown
MA1205.1	P29386	Arabidopsis thaliana	3702	Unknown
MA1206.1	Q94JM3	Arabidopsis thaliana	3702	Unknown
MA1207.1	Q9SDW0	Arabidopsis thaliana	3702	Trihelix
MA1208.1	Q39117	Arabidopsis thaliana	3702	Trihelix
MA1209.1	Q8LAT0	Arabidopsis thaliana	3702	Unknown
MA1210.1	P46604	Arabidopsis thaliana	3702	Unknown
MA1211.1	A9Z1E8	Arabidopsis thaliana	3702	Unknown
MA1212.1	Q8LC03	Arabidopsis thaliana	3702	Unknown
MA1213.1	Q9ZU70	Arabidopsis thaliana	3702	HD-ZIP factors
MA1214.1	O23208	Arabidopsis thaliana	3702	HD-ZIP factors
MA1215.1	Q9LVR0	Arabidopsis thaliana	3702	HD-ZIP factors
MA1216.1	Q8LC30	Arabidopsis thaliana	3702	Unknown
MA1217.1	Q9SYS6	Arabidopsis thaliana	3702	Unknown
MA1218.1	Q9FJ93	Arabidopsis thaliana	3702	Unknown
MA1219.1	Unknown	Arabidopsis thaliana	3702	Unknown
MA1220.1	Q39127	Arabidopsis thaliana	3702	Unknown
MA1221.1	Q7G1L2	Arabidopsis thaliana	3702	Unknown
MA1222.1	Q9LPE8	Arabidopsis thaliana	3702	Unknown
MA1223.1	Q9M210	Arabidopsis thaliana	3702	Unknown
MA1224.1	P93835	Arabidopsis thaliana	3702	Unknown
MA1225.1	O80341	Arabidopsis thaliana	3702	Unknown
MA1226.1	P61827	Arabidopsis thaliana	3702	Unknown
MA1227.1	Q38Q39	Arabidopsis thaliana	3702	Unknown
MA1228.1	Q8LBQ7	Arabidopsis thaliana	3702	Unknown
MA1229.1	Q8LBQ7	Arabidopsis thaliana	3702	Unknown
MA1230.1	O80654	Arabidopsis thaliana	3702	Unknown
MA1231.1	Q8VYM0	Arabidopsis thaliana	3702	Unknown
MA1232.1	Q9M0J3	Arabidopsis thaliana	3702	Unknown
